,original_language,original_title,overview,genre
81,ru, Come and See (1985) ,"['invas', 'villag', 'byelorussia', 'german', 'forc', 'send', 'young', 'florya', 'forest', 'join', 'weari', 'resist', 'fighter', 'famili', 'wish', 'meet', 'girl', 'glasha', 'accompani', 'back', 'villag', 'return', 'home', 'florya', 'find', 'famili', 'fellow', 'peasant', 'massacr', 'continu', 'surviv', 'amidst', 'brutal', 'debri', 'war', 'becom', 'increasingli', 'nightmarish', 'battl', 'despair', 'hope']","['Drama', 'War']"
82,it,La leggenda del pianista sull'oceano,"['stori', 'virtuoso', 'piano', 'player', 'live', 'entir', 'life', 'aboard', 'ocean', 'liner', 'born', 'rais', 'ship', '1900', 'tim', 'roth', 'learn', 'outsid', 'world', 'interact', 'passeng', 'never', 'set', 'foot', 'land', 'even', 'love', 'life', 'year', 'later', 'ship', 'may', 'destroy', 'former', 'band', 'member', 'fear', '1900', 'may', 'still', 'aboard', 'will', 'go', 'ship']","['Drama', 'Music']"
83,en,The Lion King,"['young', 'lion', 'princ', 'cast', 'pride', 'cruel', 'uncl', 'claim', 'kill', 'father', 'uncl', 'rule', 'iron', 'paw', 'princ', 'grow', 'beyond', 'savannah', 'live', 'philosophi', 'worri', 'rest', 'day', 'past', 'come', 'haunt', 'young', 'princ', 'must', 'decid', 'fate', 'remain', 'outcast', 'face', 'demon', 'becom', 'need', 'be', '?']","['Family', 'Animation', 'Drama']"
84,ko, Oldboy (2003) ,"['clue', 'came', 'imprison', 'drug', 'tortur', '15', 'year', 'desper', 'man', 'seek', 'reveng', 'captor']","['Drama', 'Thriller', 'Mystery', 'Action']"
85,en,Clouds,"['young', 'musician', 'zach', 'sobiech', 'discov', 'cancer', 'spread', 'leav', 'month', 'live', 'limit', 'time', 'follow', 'dream', 'make', 'album', 'unawar', 'soon', 'viral', 'music', 'phenomenon']","['Music', 'Drama', 'Romance']"
86,en,Avengers: Endgame,"['devast', 'event', 'aveng', 'infin', 'war', 'univers', 'ruin', 'due', 'effort', 'mad', 'titan', 'thano', 'help', 'remain', 'alli', 'aveng', 'must', 'assembl', 'order', 'undo', 'thano', 'action', 'restor', 'order', 'univers', 'matter', 'consequ', 'may', 'store']","['Adventure', 'Science Fiction', 'Action']"
87,ja, Evangelion: 3.0+1.0 Thrice Upon a Time (2021) ,"['aftermath', 'fourth', 'impact', 'strand', 'without', 'evangelion', 'shinji', 'asuka', 'rei', 'find', 'refug', 'one', 'rare', 'pocket', 'human', 'still', 'exist', 'ruin', 'planet', 'earth', 'live', 'life', 'far', 'differ', 'day', 'evangelion', 'pilot', 'howev', 'danger', 'world', 'far', 'new', 'impact', 'loom', 'horizon', '—', 'one', 'prove', 'true', 'end', 'evangelion']","['Animation', 'Action', 'Science Fiction', 'Drama']"
88,en,Klaus,"['jesper', 'distinguish', 'postal', 'academi', 'worst', 'student', 'sent', 'smeerensburg', 'small', 'villag', 'locat', 'ici', 'island', 'arctic', 'circl', 'grumpi', 'inhabit', 'bare', 'exchang', 'word', 'let', 'alon', 'letter', 'jesper', 'give', 'abandon', 'duti', 'postman', 'meet', 'local', 'teacher', 'alva', 'klau', 'mysteri', 'carpent', 'live', 'alon', 'cabin', 'full', 'handmad', 'toy']","['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
89,ja, Violet Evergarden: The Movie (2020) ,"['world', 'move', 'war', 'technolog', 'advanc', 'bring', 'chang', 'life', 'violet', 'still', 'hope', 'see', 'lost', 'command', 'offic']","['Animation', 'Fantasy', 'Romance', 'Drama']"
90,en,Avengers: Infinity War,"['aveng', 'alli', 'continu', 'protect', 'world', 'threat', 'larg', 'one', 'hero', 'handl', 'new', 'danger', 'emerg', 'cosmic', 'shadow', 'thano', 'despot', 'intergalact', 'infami', 'goal', 'collect', 'six', 'infin', 'stone', 'artifact', 'unimagin', 'power', 'use', 'inflict', 'twist', 'realiti', 'everyth', 'aveng', 'fought', 'led', 'moment', ' ', 'fate', 'earth', 'exist', 'never', 'uncertain']","['Adventure', 'Action', 'Science Fiction']"
91,en,Green Book,"['toni', 'lip', 'bouncer', '1962', 'hire', 'drive', 'pianist', 'shirley', 'tour', 'deep', 'south', 'day', 'african', 'american', 'forc', 'find', 'altern', 'accommod', 'servic', 'due', 'segreg', 'law', 'masondixon', 'line', 'reli', 'guid', 'call', 'negro', 'motorist', 'green', 'book']","['Drama', 'History']"
92,it,C'eravamo tanto amati,"['three', 'partisan', 'bound', 'strong', 'friendship', 'return', 'home', 'war', 'clash', 'everyday', 'realiti', 'put', 'strain', 'bond']","['Drama', 'Comedy']"
93,en,Justice League Dark: Apokolips War,"['earth', 'decim', 'intergalact', 'tyrant', 'darkseid', 'devast', 'justic', 'leagu', 'poorli', 'execut', 'war', 'dc', 'super', 'hero', 'remain', 'bastion', 'good', '–', 'justic', 'leagu', 'teen', 'titan', 'suicid', 'squad', 'assort', 'other', '–', 'must', 'regroup', 'strateg', 'take', 'war', 'darkseid', 'order', 'save', 'planet', 'surviv', 'inhabit']","['Animation', 'Action', 'Science Fiction']"
94,en,Puss in Boots: The Last Wish,"['puss', 'boot', 'discov', 'passion', 'adventur', 'taken', 'toll', 'burn', 'eight', 'nine', 'live', 'leav', 'one', 'life', 'left', 'puss', 'set', 'epic', 'journey', 'find', 'mythic', 'last', 'wish', 'restor', 'nine', 'live']","['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
95,fr,Mommy,"['peculiar', 'neighbor', 'offer', 'hope', 'recent', 'widow', 'struggl', 'rais', 'teenag', 'unpredict', 'sometim', 'violent']",['Drama']
96,ja, Rascal Does Not Dream of a Dreaming Girl (2019) ,"['fujisawa', 'sakuta', 'azusagawa', 'second', 'year', 'high', 'school', 'bliss', 'day', 'girlfriend', 'upperclassman', 'mai', 'sakurajima', 'interrupt', 'appear', 'first', 'crush', 'shoko', 'makinohara']","['Animation', 'Romance', 'Drama', 'Fantasy']"
97,ja, Wolf Children (2012) ,"['werewolf', 'lover', 'unexpectedli', 'die', 'accid', 'woman', 'must', 'find', 'way', 'rais', 'son', 'daughter', 'howev', 'inherit', 'father', 'trait', 'prove', 'challeng']","['Animation', 'Family', 'Drama', 'Fantasy']"
98,ja, Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train (2020) ,"['tanjiro', 'kamado', 'join', 'inosuk', 'hashibira', 'boy', 'rais', 'boar', 'wear', 'boar', 'head', 'zenitsu', 'agatsuma', 'scare', 'boy', 'reveal', 'true', 'power', 'sleep', 'board', 'infin', 'train', 'new', 'mission', 'fire', 'hashira', 'kyojuro', 'rengoku', 'defeat', 'demon', 'torment', 'peopl', 'kill', 'demon', 'slayer', 'oppos', 'it', '!']","['Action', 'Animation', 'Adventure', 'Fantasy', 'Thriller']"
99,ja, I Want to Eat Your Pancreas (2018) ,"['classmat', 'crush', 'diagnos', 'pancreat', 'diseas', 'averag', 'high', 'schooler', 'set', 'make', 'final', 'day']","['Animation', 'Drama', 'Romance']"
100,ko,아가씨,"['1930', 'korea', 'swindler', 'young', 'woman', 'pose', 'japanes', 'count', 'handmaiden', 'seduc', 'japanes', 'heiress', 'steal', 'fortun']","['Thriller', 'Drama', 'Romance']"
101,en,Inglourious Basterds,"['nazioccupi', 'franc', 'world', 'war', 'ii', 'group', 'jewishamerican', 'soldier', 'known', 'basterd', 'chosen', 'specif', 'spread', 'fear', 'throughout', 'third', 'reich', 'scalp', 'brutal', 'kill', 'nazi', 'basterd', 'lead', 'lt', 'aldo', 'rain', 'soon', 'cross', 'path', 'frenchjewish', 'teenag', 'girl', 'run', 'movi', 'theater', 'pari', 'target', 'soldier']","['Drama', 'Thriller', 'War']"
102,en,The Matrix,"['set', '22nd', 'centuri', 'matrix', 'tell', 'stori', 'comput', 'hacker', 'join', 'group', 'underground', 'insurg', 'fight', 'vast', 'power', 'comput', 'rule', 'earth']","['Action', 'Science Fiction']"
103,en,Top Gun: Maverick,"['thirti', 'year', 'servic', 'one', 'navi', '’s', 'top', 'aviat', 'dodg', 'advanc', 'rank', 'would', 'ground', 'pete', '“', 'maverick', '”', 'mitchel', 'find', 'train', 'detach', 'top', 'gun', 'graduat', 'special', 'mission', 'like', 'live', 'pilot', 'ever', 'seen']","['Action', 'Drama']"
104,en,Witness for the Prosecution,"['leonard', 'vole', 'arrest', 'sensat', 'murder', 'rich', 'middleag', 'widow', 'famou', 'sir', 'wilfrid', 'robart', 'agre', 'appear', 'behalf', 'sir', 'wilfrid', 'recov', 'nearfat', 'heart', 'attack', 'suppos', 'diet', 'bland', 'civil', 'suit', '—', 'but', 'lure', 'crimin', 'court', 'much', 'especi', 'case', 'difficult']","['Drama', 'Mystery', 'Crime']"
105,en,Gladiator,"['year', '180', 'death', 'emperor', 'marcu', 'aureliu', 'throw', 'roman', 'empir', 'chao', ' ', 'maximu', 'one', 'roman', 'armi', 'capabl', 'trust', 'gener', 'key', 'advisor', 'emperor', ' ', 'marcu', 'deviou', 'son', 'commodu', 'ascend', 'throne', 'maximu', 'set', 'execut', ' ', 'escap', 'captur', 'slave', 'trader', ' ', 'renam', 'spaniard', 'forc', 'becom', 'gladiat', 'maximu', 'must', 'battl', 'death', 'men', 'amus', 'pay', 'audienc']","['Action', 'Drama', 'Adventure']"
106,it,Il sorpasso,"['roberto', 'shi', 'law', 'student', 'rome', 'meet', 'bruno', 'fortyyearold', 'exuber', 'caprici', 'man', 'take', 'drive', 'roman', 'tuscani', 'countri', 'summer', 'journey', 'start', 'blend', 'daili', 'live', 'though', 'pair', '’s', 'newfound', 'friendship', 'test']","['Drama', 'Comedy']"
107,en,Saving Private Ryan,"['us', 'troop', 'storm', 'beach', 'normandi', 'three', 'brother', 'lie', 'dead', 'battlefield', 'fourth', 'trap', 'behind', 'enemi', 'line', 'ranger', 'captain', 'john', 'miller', 'seven', 'men', 'task', 'penetr', 'germanheld', 'territori', 'bring', 'boy', 'home']","['Drama', 'History', 'War']"
108,en,The Shining,"['jack', 'torranc', 'accept', 'caretak', 'job', 'overlook', 'hotel', 'along', 'wife', 'wendi', 'son', 'danni', 'must', 'live', 'isol', 'rest', 'world', 'winter', 'are', 'nt', 'prepar', 'mad', 'lurk', 'within']","['Horror', 'Thriller']"
109,en,Wolfwalkers,"['time', 'superstit', 'magic', 'wolv', 'seen', 'demon', 'natur', 'evil', 'tame', 'young', 'apprentic', 'hunter', 'come', 'ireland', 'father', 'wipe', 'last', 'pack', 'save', 'wild', 'nativ', 'girl', 'friendship', 'lead', 'discov', 'world', 'wolfwalk', 'transform', 'thing', 'father', 'task', 'destroy']","['Animation', 'Family', 'Adventure', 'Fantasy']"
110,en,Coco,"['despit', 'famili', '’s', 'baffl', 'generationsold', 'ban', 'music', 'miguel', 'dream', 'becom', 'accomplish', 'musician', 'like', 'idol', 'ernesto', 'de', 'la', 'cruz', 'desper', 'prove', 'talent', 'miguel', 'find', 'stun', 'color', 'land', 'dead', 'follow', 'mysteri', 'chain', 'event', 'along', 'way', 'meet', 'charm', 'trickster', 'hector', 'togeth', 'set', 'extraordinari', 'journey', 'unlock', 'real', 'stori', 'behind', 'miguel', 'famili', 'histori']","['Family', 'Animation', 'Music', 'Adventure']"
111,en,The Help,"['aibileen', 'clark', 'middleag', 'africanamerican', 'maid', 'spent', 'life', 'rais', 'white', 'children', 'recent', 'lost', 'son', 'minni', 'jackson', 'africanamerican', 'maid', 'often', 'offend', 'employ', 'despit', 'famili', 'struggl', 'money', 'desper', 'need', 'job', 'eugenia', 'skeeter', 'phelan', 'young', 'white', 'woman', 'recent', 'move', 'back', 'home', 'graduat', 'colleg', 'find', 'childhood', 'maid', 'mysteri', 'disappear', 'three', 'stori', 'intertwin', 'explain', 'life', 'jackson', 'mississippi', 'revolv', 'around', 'help', 'yet', 'alway', 'kept', 'certain', 'distanc', 'racial', 'line']",['Drama']
112,en,Steven Universe: The Movie,"['two', 'year', 'bring', 'peac', 'galaxi', 'steven', 'univers', 'see', 'past', 'come', 'back', 'haunt', 'form', 'derang', 'gem', 'want', 'destroy', 'earth']","['TV Movie', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Music']"
113,es,Como caído del cielo,"['return', 'earth', 'imit', 'legendari', 'mexican', 'artist', 'pedro', 'infant', 'must', 'prove', 'longer', 'woman', 'enter', 'paradis']","['Comedy', 'Drama', 'Music']"
114,en,The Apartment,"['bud', 'baxter', 'minor', 'clerk', 'huge', 'new', 'york', 'insur', 'compani', 'discov', 'quick', 'way', 'climb', 'corpor', 'ladder', 'lend', 'apart', 'execut', 'place', 'take', 'mistress', 'although', 'often', 'deal', 'aftermath', 'visit', 'one', 'night', 'he', 's', 'left', 'major', 'problem', 'solv']","['Comedy', 'Drama', 'Romance']"
115,en,The Art of Racing in the Rain,"['famili', 'dog', '–', 'nearhuman', 'soul', 'philosoph', 'mind', '–', 'evalu', 'life', 'lesson', 'learn', 'human', 'owner', 'racecar', 'driver']","['Drama', 'Romance']"
116,ja,砂の女,"['vacat', 'entomologist', 'suffer', 'extrem', 'physic', 'psycholog', 'trauma', 'taken', 'captiv', 'resid', 'poor', 'seasid', 'villag', 'made', 'live', 'woman', 'whose', 'life', 'task', 'shovel', 'sand']","['Drama', 'Thriller']"
117,en,A Clockwork Orange,"['nearfutur', 'britain', 'young', 'alexand', 'delarg', 'pal', 'get', 'kick', 'beat', 'rape', 'anyon', 'pleas', 'not', 'destroy', 'live', 'other', 'alex', 'swoon', 'music', 'beethoven', 'state', 'eager', 'crack', 'juvenil', 'crime', 'give', 'incarcer', 'alex', 'option', 'undergo', 'invas', 'procedur', 'that', 'll', 'rob', 'person', 'agenc', 'time', 'conscienc', 'commod', 'alex', 'chang', 'tune', '?']","['Science Fiction', 'Crime']"
118,en,Shutter Island,"['world', 'war', 'ii', 'soldierturnedu', 'marshal', 'teddi', 'daniel', 'investig', 'disappear', 'patient', 'hospit', 'crimin', 'insan', 'effort', 'compromis', 'troubl', 'vision', 'mysteri', 'doctor']","['Drama', 'Thriller', 'Mystery']"
119,en,The Prestige,"['mysteri', 'stori', 'two', 'magician', 'whose', 'intens', 'rivalri', 'lead', 'lifelong', 'battl', 'supremaci', ' ', 'full', 'obsess', 'deceit', 'jealousi', 'danger', 'deadli', 'consequ']","['Drama', 'Mystery', 'Science Fiction']"
120,en,Star Wars,"['princess', 'leia', 'captur', 'held', 'hostag', 'evil', 'imperi', 'forc', 'effort', 'take', 'galact', 'empir', 'venturesom', 'luke', 'skywalk', 'dash', 'captain', 'han', 'solo', 'team', 'togeth', 'loveabl', 'robot', 'duo', 'r2d2', 'c3po', 'rescu', 'beauti', 'princess', 'restor', 'peac', 'justic', 'empir']","['Adventure', 'Action', 'Science Fiction']"
121,it,Ladri di biciclette,"['unemploy', 'antonio', 'elat', 'final', 'find', 'work', 'hang', 'poster', 'around', 'wartorn', 'rome', 'howev', 'first', 'day', 'bicycl', '—', 'essenti', 'work', '—', 'get', 'stolen', 'job', 'doom', 'unless', 'find', 'thief', 'help', 'son', 'antonio', 'comb', 'citi', 'becom', 'desper', 'justic']",['Drama']
122,sv,Persona,"['young', 'nurs', 'alma', 'put', 'charg', 'elisabeth', 'vogler', 'actress', 'seemingli', 'healthi', 'respect', 'not', 'talk', 'spend', 'time', 'togeth', 'alma', 'speak', 'elisabeth', 'constantli', 'never', 'receiv', 'answer', 'time', 'spend', 'togeth', 'strengthen', 'crush', 'realiz', 'one', 'not', 'exist']",['Drama']
123,sv,Det sjunde inseglet,"['disillus', 'swedish', 'knight', 'antoniu', 'block', 'return', 'home', 'crusad', 'find', 'countri', 'grip', 'black', 'death', 'challeng', 'death', 'chess', 'match', 'life', 'torment', 'belief', 'god', 'not', 'exist', 'block', 'set', 'journey', 'meet', 'travel', 'player', 'jof', 'wife', 'mia', 'becom', 'determin', 'evad', 'death', 'long', 'enough', 'commit', 'one', 'redempt', 'act', 'still', 'live']","['Fantasy', 'Drama']"
124,ja,劇場版 呪術廻戦 0,"['yuta', 'okkotsu', 'nervou', 'high', 'school', 'student', 'suffer', 'seriou', 'problem', '—', 'hi', 'childhood', 'friend', 'rika', 'turn', 'curs', 'wo', 'nt', 'leav', 'alon', 'sinc', 'rika', 'ordinari', 'curs', 'plight', 'notic', 'satoru', 'gojo', 'teacher', 'jujutsu', 'high', 'school', 'fledgl', 'exorcist', 'learn', 'combat', 'curs', 'gojo', 'convinc', 'yuta', 'enrol', 'learn', 'enough', 'time', 'confront', 'curs', 'haunt', 'him', '?']","['Animation', 'Action', 'Fantasy']"
125,en,Hamilton,"['present', 'tale', 'american', 'found', 'father', 'alexand', 'hamilton', 'film', 'version', 'origin', 'broadway', 'smash', 'hit', 'stori', 'america', 'told', 'america']","['History', 'Drama']"
126,en,Hacksaw Ridge,"['wwii', 'american', 'armi', 'medic', 'desmond', 'doss', 'serv', 'battl', 'okinawa', 'refus', 'kill', 'peopl', 'becom', 'first', 'conscienti', 'objector', 'american', 'histori', 'receiv', 'congression', 'medal', 'honor']","['Drama', 'History', 'War']"
127,ja,さよならの朝に約束の花をかざろう,"['maquia', 'member', 'special', 'race', 'call', 'iorph', 'live', 'hundr', 'year', 'howev', 'maquia', 'alway', 'felt', 'lone', 'despit', 'surround', 'peopl', 'orphan', 'young', 'age', 'daydream', 'outsid', 'world', 'dare', 'not', 'travel', 'home', 'due', 'warn', 'clan', 'chief', ' ', 'one', 'day', 'kingdom', 'mezart', 'invad', 'homeland', 'alreadi', 'left', 'giant', 'dragon', 'renato', 'control', 'king', 'wish', 'add', 'immort', 'bloodlin', ' ', 'ravag', 'iorph', 'homeland', 'kill', 'inhabit', 'caught', 'midst', 'attack', 'maquia', 'carri', 'one', 'renato', 'soon', 'die', 'left', 'desert', 'forest', 'truli', 'alon', 'save', 'cri', 'singl', 'babi', 'distanc', 'maquia', 'find', 'babi', 'destroy', 'villag', 'decid', 'rais', 'name', 'ariel', 'although', 'know', 'noth', 'human', 'world', 'rais', 'child', 'age', 'much', 'faster']","['Animation', 'Fantasy', 'Drama', 'Adventure']"
128,es,Voces inocentes,"['young', 'boy', 'effort', 'normal', 'childhood', '1980', 'el', 'salvador', 'caught', 'dramat', 'fight', 'life', 'desper', 'tri', 'avoid', 'war', 'rage', 'around']","['Drama', 'War']"
129,en,Doctor Who: The Day of the Doctor,"['2013', 'someth', 'terribl', 'awaken', 'london', 'nation', 'galleri', '1562', 'murder', 'plot', 'afoot', 'elizabethan', 'england', 'somewher', 'space', 'ancient', 'battl', 'reach', 'devast', 'conclus', 'realiti', 'stake', 'doctor', 'danger', 'past', 'come', 'back', 'haunt']","['Science Fiction', 'Adventure']"
130,ja,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,"['isabella', 'daughter', 'nobl', 'york', 'famili', 'enrol', 'allgirl', 'academi', 'groom', 'dame', 'worthi', 'nobil', 'howev', 'given', 'futur', 'see', 'prestigi', 'school', 'noth', 'prison', 'outsid', 'world', 'famili', 'notic', 'struggl', 'lesson', 'decid', 'hire', 'violet', 'evergarden', 'person', 'tutor', 'guis', 'handmaiden', ' ', 'first', 'isabella', 'treat', 'violet', 'coldli', 'violet', 'seem', 'abl', 'everyth', 'perfectli', 'lead', 'isabella', 'assum', 'born', 'silver', 'spoon', 'time', 'isabella', 'begin', 'realiz', 'violet', 'struggl', 'start', 'open', 'isabella', 'soon', 'reveal', 'lost', 'contact', 'belov', 'younger', 'sister', 'yearn', 'see', ' ', 'experienc', 'power', 'word', 'past', 'clientel', 'violet', 'ask', 'isabella', 'wish', 'write', 'letter', 'taylor', 'violet', 'abl', 'help', 'isabella', 'convey', 'feel', 'longlost', 'sister', '?']","['Drama', 'Fantasy', 'Animation']"
131,it,Indagine su un cittadino al di sopra di ogni sospetto,"['rome', 'itali', 'commit', 'heinou', 'crime', 'senior', 'polic', 'offic', 'expos', 'evid', 'incrimin', 'moral', 'commit', 'prevent', 'circumv', 'law', 'social', 'order', 'protect']","['Drama', 'Thriller']"
132,en,The Shop Around the Corner,"['two', 'employe', 'gift', 'shop', 'bare', 'stand', 'one', 'anoth', 'without', 'realis', 'fall', 'love', 'post', 'other', 'anonym', 'pen', 'pal']","['Comedy', 'Drama', 'Romance']"
133,en,The Usual Suspects,"['held', 'la', 'interrog', 'room', 'verbal', 'kint', 'attempt', 'convinc', 'fed', 'mythic', 'crime', 'lord', 'keyser', 'soze', 'not', 'exist', 'also', 'respons', 'draw', 'four', 'partner', 'multimillion', 'dollar', 'heist', 'end', 'explos', 'san', 'pedro', 'harbor', '–', 'leav', 'survivor', 'verbal', 'lure', 'interrog', 'incred', 'stori', 'crime', 'lord', 'almost', 'supernatur', 'prowess']","['Drama', 'Crime', 'Thriller']"
134,pt,Minha Mãe é uma Peça 3: O Filme,"['dona', 'hermínia', 'rediscov', 'reinvent', 'children', 'form', 'new', 'famili', 'supermom', 'deal', 'new', 'life', 'scenario', 'marcelina', 'pregnant', 'juliano', 'get', 'marri']",['Comedy']
135,en,Michael Jackson's Thriller,"['night', 'movi', 'turn', 'nightmar', 'michael', 'date', 'attack', 'hord', 'bloodythirsti', 'zombi']","['Horror', 'Music', 'Mystery']"
136,en,Memento,"['leonard', 'shelbi', 'track', 'man', 'rape', 'murder', 'wife', 'difficulti', 'locat', 'wife', 'killer', 'howev', 'compound', 'fact', 'suffer', 'rare', 'untreat', 'form', 'shortterm', 'memori', 'loss', 'although', 'recal', 'detail', 'life', 'accid', 'leonard', 'can', 'not', 'rememb', 'happen', 'fifteen', 'minut', 'ago', 'he', 's', 'go']","['Mystery', 'Thriller']"
